Year_Month,Mkt-RF,SMB,HML,RMW,CMA,RF,MOM,ME,IA,ROE,EG
2007-07,-3.73,-2.99,-3.71,0.2,-1.13,0.4,2.94,-3.0422,-2.2506,1.5445,0.0496
2007-08,0.92,-0.37,-1.86,-1.21,-0.53,0.42,0.1,-0.816,-1.32,0.9285,0.4943
2007-09,3.22,-2.44,-2.21,-0.52,-3.02,0.32,4.63,-2.4076,-3.2001,1.6183,-0.4745
2007-10,1.8,-0.08,-2.98,-0.3,-0.09,0.32,5.02,0.3772,0.4574,1.2267,0.3453
2007-11,-4.83,-3.02,-0.94,1.89,-0.29,0.34,0.99,-3.0164,0.1771,3.5961,1.4361
2007-12,-0.87,0.15,-0.55,0.87,-1.05,0.27,6.63,0.6429,-0.6026,2.3146,1.0642
2008-01,-6.36,-0.65,3.97,2.14,2.14,0.21,-7.75,-0.7335,1.3985,-0.335,-0.8164
2008-02,-3.09,-0.66,-0.84,0.88,-0.93,0.13,6.1,-0.8807,-1.508,1.8089,1.36
2008-03,-0.93,0.56,0.3,0.79,0.5,0.17,4.27,0.577,-0.3522,2.3694,-0.0305
2008-04,4.6,-1.2,-0.94,1.64,-2.47,0.18,-0.31,-0.9301,-2.3209,-0.8157,3.3207
2008-05,1.86,3.02,-1.43,0.93,-0.06,0.18,3.31,2.5275,-0.3475,-0.3489,0.0573
2008-06,-8.44,1.18,-2.71,4.96,-0.55,0.17,12.75,1.8781,-0.1854,6.3701,1.042
2008-07,-0.77,3.72,5.42,-1.37,1.08,0.15,-5.13,5.9925,1.8031,-0.0192,-0.0866
2008-08,1.53,3.46,1.59,1.86,0.84,0.13,-4.02,1.8626,0.9417,-0.9233,2.0556
2008-09,-9.24,0.25,5.91,2.41,1.78,0.15,0.28,0.6623,3.1609,1.6471,3.451
2008-10,-17.23,-3.34,-2.3,3.04,2.05,0.08,7.85,-3.4778,1.0392,5.8889,6.7419
2008-11,-7.86,-3.89,-6.31,4.53,2.75,0.03,7.17,-5.2251,0.5016,3.5054,2.2205
2008-12,1.74,3.29,0.14,0.06,-1.49,0.0,-5.09,3.5804,-2.3563,-0.6256,-0.7984
2009-01,-8.12,-2.14,-11.29,0.18,-1.17,0.0,-2.18,-2.9404,-0.9195,-0.7397,2.4443
2009-02,-10.1,-1.32,-6.95,1.19,-1.02,0.01,4.41,-1.6061,-1.8632,2.9127,2.997
2009-03,8.95,0.67,3.47,-2.52,-2.25,0.02,-11.87,0.958,-0.4563,-3.3319,0.0621
2009-04,10.18,7.13,5.36,1.31,0.13,0.01,-34.3,7.3504,3.5317,-13.9902,-1.9211
2009-05,5.21,-2.32,0.28,-0.78,-2.17,0.0,-12.49,-1.337,-2.4121,-3.2921,-0.587
2009-06,0.43,2.29,-2.73,-1.41,-0.33,0.01,5.48,3.7792,0.4848,0.9567,2.5897
2009-07,7.72,2.39,4.83,-0.46,3.14,0.01,-5.55,1.6803,2.0193,-4.9457,-1.0228
2009-08,3.33,-0.09,7.63,-3.02,3.34,0.01,-9.07,0.8741,2.2891,-2.5812,-1.5559
2009-09,4.08,2.73,1.05,1.31,0.36,0.01,-4.79,2.4775,-1.1383,-2.7953,-2.6452
2009-10,-2.59,-4.93,-4.21,4.17,-1.51,0.0,2.61,-4.6208,-0.2528,3.9382,2.9368
2009-11,5.56,-2.68,-0.34,1.0,0.12,0.0,0.3,-2.3874,-0.3339,1.0111,-0.3241
2009-12,2.75,6.24,-0.17,1.02,-0.09,0.01,3.01,4.839,-0.1381,-1.8542,-0.126
2010-01,-3.36,0.34,0.43,-1.27,0.46,0.0,-5.4,0.3824,0.6653,-1.0677,-0.6848
2010-02,3.4,1.51,3.23,-0.27,1.43,0.0,3.74,1.5068,0.703,-1.0406,-0.5169
2010-03,6.31,1.85,2.21,-0.65,1.69,0.01,3.76,2.0311,1.6201,-0.5102,-1.6988
2010-04,2.0,4.98,2.89,0.69,1.72,0.01,3.16,3.8994,3.063,-2.4885,-2.3485
2010-05,-7.89,0.04,-2.44,1.3,-0.21,0.01,-0.25,0.0538,-0.4777,2.7377,1.741
2010-06,-5.57,-2.47,-4.7,-0.16,-1.55,0.01,-2.76,-2.3833,-2.491,1.3467,1.9119
2010-07,6.93,0.12,-0.31,0.24,2.01,0.01,1.88,0.4861,1.2168,-0.8604,0.3729
2010-08,-4.77,-3.15,-1.9,0.53,-1.59,0.01,-0.06,-3.6733,-1.7234,-0.5062,-0.7079
2010-09,9.54,3.75,-3.16,-0.21,0.38,0.01,1.41,3.9594,1.142,0.509,0.0709
2010-10,3.88,0.8,-2.43,1.19,-0.26,0.01,1.58,0.6988,-0.0223,0.6453,0.4586
2010-11,0.6,3.67,-0.96,0.45,1.59,0.01,2.66,3.6452,1.8646,-0.0799,-0.6143
2010-12,6.82,1.03,3.7,-3.44,3.16,0.01,-3.03,0.4526,3.0162,-3.6797,-2.2361
2011-01,1.99,-2.43,0.83,-0.76,0.83,0.01,-0.29,-1.9958,1.2925,0.5331,-1.3043
2011-02,3.49,1.65,1.27,-1.94,0.88,0.01,1.99,1.3851,1.442,-1.648,-0.8408
2011-03,0.46,2.62,-1.83,1.76,-0.03,0.01,3.4,1.852,-0.1315,-0.9575,0.3227
2011-04,2.9,-0.55,-2.43,1.01,-0.8,0.0,0.04,-0.878,-0.9779,1.5871,1.1108
2011-05,-1.27,-0.63,-2.12,2.08,-1.59,0.0,-0.62,-0.8588,-1.0351,0.1308,1.3826
2011-06,-1.75,0.16,-0.42,2.49,-1.53,0.0,1.78,0.4599,-1.1515,2.8113,1.0009
2011-07,-2.35,-1.2,-0.9,2.68,-1.81,0.0,0.18,-1.7834,-2.0383,0.7486,0.6584
2011-08,-5.99,-3.2,-2.36,3.3,-0.38,0.01,-0.28,-3.7375,-1.3168,2.5889,2.7071
2011-09,-7.59,-3.66,-1.72,2.04,0.24,0.0,-2.42,-4.7737,0.0766,-0.7641,4.899
2011-10,11.35,3.46,0.1,-2.16,-0.86,0.0,-1.43,5.1842,-0.5881,2.1402,-1.7028
2011-11,-0.28,-0.28,-0.46,1.86,1.49,0.0,3.84,-1.1385,1.5253,0.5804,1.2225
2011-12,0.74,-0.33,1.63,0.98,2.52,0.0,1.81,0.1386,2.6695,1.1493,-0.5716
2012-01,5.05,2.06,-0.97,-2.01,-1.43,0.0,-7.91,2.7798,-0.574,-0.6313,-1.3395
2012-02,4.42,-1.71,0.43,-0.48,-0.01,0.0,-0.29,-0.6691,0.0789,0.2919,0.0238
2012-03,3.11,-0.47,1.14,-0.54,0.74,0.0,1.3,0.7263,1.4304,1.6789,1.8088
2012-04,-0.85,-0.55,-0.78,1.3,0.65,0.0,3.75,-1.0996,0.8585,1.0202,-0.3846
2012-05,-6.19,-0.12,-1.07,2.08,2.31,0.01,6.49,-0.8812,2.6809,1.6079,2.3605
2012-06,3.89,0.84,0.62,-1.09,0.46,0.0,-1.06,1.4974,1.0217,-1.7619,0.3509
2012-07,0.79,-2.78,-0.02,1.1,0.05,0.0,3.04,-3.0848,0.5093,1.5194,0.9808
2012-08,2.55,0.44,1.3,-1.33,-0.84,0.01,-2.37,1.4204,-1.4664,-0.5072,-0.3883
2012-09,2.73,0.61,1.6,-1.49,1.55,0.01,-1.14,1.1701,1.2038,0.1979,-0.6925
2012-10,-1.76,-0.89,3.59,-1.34,2.5,0.01,0.14,0.2241,1.8508,0.4723,-3.7218
2012-11,0.78,0.46,-0.84,0.6,0.84,0.01,0.49,0.3716,0.7994,1.7203,0.1868
2012-12,1.18,1.89,3.51,-1.85,0.91,0.01,-2.86,2.4277,-0.8369,-1.9895,-2.6235
2013-01,5.57,0.48,0.96,-1.93,1.41,0.0,-1.79,0.1975,1.5622,-2.0267,-1.6667
2013-02,1.29,-0.25,0.11,-0.67,0.52,0.0,1.29,-0.621,0.7303,0.0662,0.438
2013-03,4.03,0.85,-0.19,0.14,1.38,0.0,1.92,1.0729,1.292,0.5017,-1.1605
2013-04,1.55,-2.25,0.45,0.27,0.37,0.0,0.22,-2.8649,0.1008,-1.049,-0.2802
2013-05,2.8,2.06,2.63,-1.97,-0.87,0.0,-2.02,3.5114,-1.6629,-0.4309,-1.411
2013-06,-1.2,1.57,0.03,-0.38,0.0,0.0,0.52,0.7559,0.7117,-0.1152,0.5336
2013-07,5.65,1.81,0.57,-1.35,0.51,0.0,1.76,2.096,0.6492,-0.4789,-1.1004
2013-08,-2.71,-0.06,-2.69,0.66,-2.16,0.0,0.02,-0.2103,-1.7886,0.5747,0.1682
2013-09,3.77,2.63,-1.22,-0.58,-1.36,0.0,3.06,2.4501,-0.7386,-0.9744,-1.0177
2013-10,4.18,-1.48,1.25,2.78,0.87,0.0,0.08,-1.6177,1.1612,1.337,0.7823
2013-11,3.13,1.41,0.32,0.14,0.04,0.0,0.44,1.9293,0.0148,1.5473,1.2051
2013-12,2.81,-0.45,-0.02,-0.46,0.09,0.0,0.02,-0.4381,0.7392,-0.1739,-1.7385
2014-01,-3.32,0.58,-2.07,-3.88,-1.42,0.0,1.71,0.3303,-0.2918,-2.3112,0.3524
2014-02,4.65,0.14,-0.31,-0.23,-0.45,0.0,2.07,-0.3064,-0.6297,-1.4762,-0.0127
2014-03,0.43,-1.09,4.93,2.13,1.92,0.0,-3.29,-0.1623,2.7038,1.7701,1.5414
2014-04,-0.19,-4.12,1.17,3.48,1.02,0.0,-3.89,-4.6866,0.8015,1.0756,0.6944
2014-05,2.06,-1.89,-0.13,0.05,-1.0,0.0,0.87,-2.0366,-0.9378,-0.6562,0.5021
2014-06,2.61,3.11,-0.7,-1.89,-2.0,0.0,0.69,2.2426,-2.6584,-2.5842,0.2611
2014-07,-2.04,-4.29,0.03,0.89,0.52,0.0,-0.12,-3.5626,0.7158,1.1954,1.2336
2014-08,4.24,0.31,-0.45,-0.64,-0.7,0.0,0.82,0.4495,-0.9247,0.1376,0.233
2014-09,-1.97,-3.72,-1.34,1.3,-0.51,0.0,0.5,-3.1026,-0.3101,3.0633,2.1813
2014-10,2.52,3.73,-1.81,-0.57,-0.11,0.0,-0.06,3.6151,0.5283,1.6899,-0.1556
2014-11,2.55,-2.28,-3.09,1.5,0.27,0.0,0.69,-1.9772,0.3424,2.5253,0.4493
2014-12,-0.06,2.86,2.27,-1.22,0.96,0.0,1.12,2.7694,0.4723,-0.6556,0.2993
2015-01,-3.11,-0.92,-3.58,1.61,-1.65,0.0,3.84,-1.5792,-1.0729,-0.3707,1.4078
2015-02,6.13,0.32,-1.86,-1.12,-1.82,0.0,-2.82,0.816,-1.3938,0.0837,-0.9756
2015-03,-1.12,3.07,-0.37,0.09,-0.52,0.0,2.74,2.8163,-0.2615,0.8338,-0.0421
2015-04,0.59,-3.09,1.82,0.06,-0.61,0.0,-7.27,-3.7918,-0.8011,-2.1972,-0.2287
2015-05,1.36,0.83,-1.14,-1.79,-0.74,0.0,5.82,1.735,-0.612,1.4466,0.2946
2015-06,-1.53,2.9,-0.79,0.44,-1.58,0.0,3.01,2.8606,-2.4461,1.2477,-0.7174
2015-07,1.54,-4.55,-4.13,0.3,-2.41,0.0,9.98,-4.0748,-2.7296,4.3509,2.583
2015-08,-6.04,0.25,2.77,0.68,1.19,0.0,-2.09,0.5006,1.1632,0.7598,0.2619
2015-09,-3.07,-2.79,0.56,1.77,-0.58,0.0,5.22,-3.3796,0.3072,4.2729,3.4773
2015-10,7.75,-2.07,-0.46,0.88,0.52,0.0,-3.28,-2.7651,0.6524,-2.314,1.0362
2015-11,0.56,3.31,-0.42,-2.75,-0.99,0.0,2.28,3.4655,-0.5479,-1.7097,0.4651
2015-12,-2.17,-2.99,-2.61,0.5,-0.02,0.01,3.36,-2.0946,0.328,2.9435,3.3336
2016-01,-5.77,-3.47,2.09,2.82,3.08,0.01,1.44,-2.8171,2.7736,5.3293,4.7834
2016-02,-0.07,0.88,-0.57,3.25,2.02,0.02,-4.38,0.4861,1.7188,2.0303,-0.1345
2016-03,6.96,1.07,1.19,0.77,-0.08,0.02,-5.01,1.0386,-0.7057,-2.1273,-2.7531
2016-04,0.91,1.23,3.28,-2.97,1.9,0.01,-6.02,0.1069,1.2916,-7.2338,-5.236
2016-05,1.78,-0.61,-1.66,-1.09,-2.48,0.01,1.42,-0.501,-2.2596,0.9368,2.2551
2016-06,-0.05,0.45,-1.48,1.4,1.94,0.02,4.13,-0.3369,0.4911,0.273,-0.8264
2016-07,3.95,2.48,-1.32,1.26,-1.18,0.02,-3.34,2.3302,-2.1903,-0.5211,2.2562
2016-08,0.49,1.68,3.18,-1.85,-0.34,0.02,-3.49,0.9735,-0.2318,-2.3925,-0.3905
2016-09,0.25,1.85,-1.24,-2.21,0.03,0.02,0.19,1.0162,0.2096,-3.078,-0.9288
2016-10,-2.02,-4.02,4.09,0.93,0.28,0.02,0.59,-3.4301,0.869,3.0152,2.029
2016-11,4.86,7.07,8.21,-0.18,3.7,0.01,-4.62,6.5782,2.978,-0.971,-2.5338
2016-12,1.82,0.41,3.53,1.22,-0.23,0.03,-0.26,0.6324,-0.2455,1.5371,0.8248
2017-01,1.94,-1.46,-2.75,-0.49,-0.99,0.04,-0.93,-1.8672,-2.0241,-1.3102,0.6337
2017-02,3.57,-2.22,-1.67,0.47,-1.83,0.04,-1.65,-1.6698,-2.2401,2.0078,2.4684
2017-03,0.17,0.74,-3.35,0.61,-0.94,0.03,-1.02,1.2536,-1.2934,1.9001,1.2334
2017-04,1.09,0.48,-2.13,1.9,-1.6,0.05,0.48,0.6004,-1.5686,1.0154,1.6603
2017-05,1.06,-3.06,-3.78,0.95,-1.79,0.06,1.48,-2.572,-1.559,1.3157,2.6916
2017-06,0.78,2.58,1.48,-2.22,0.0,0.06,-0.09,3.0521,-0.5345,-1.3137,-1.8834
2017-07,1.87,-1.69,-0.31,-0.64,-0.2,0.07,1.68,-1.1238,-0.4273,1.5286,1.0232
2017-08,0.16,-1.82,-2.09,0.14,-2.38,0.09,3.26,-1.456,-2.8801,0.3901,1.5301
2017-09,2.51,4.78,3.14,-1.47,1.69,0.09,-1.32,4.9094,3.1398,0.4385,-1.7837
2017-10,2.25,-1.94,0.2,0.93,-3.25,0.09,4.27,-1.3341,-3.3035,1.3832,2.8967
2017-11,3.12,-0.33,-0.03,3.16,-0.05,0.08,-0.87,0.2127,-0.4945,1.8841,1.165
2017-12,1.06,-1.07,0.06,0.74,1.69,0.09,-1.54,-0.9107,1.7408,0.3386,-1.0643
2018-01,5.57,-3.18,-1.29,-0.76,-0.96,0.12,4.05,-2.7667,-1.2905,-1.2835,2.5698
2018-02,-3.65,0.32,-1.04,0.52,-2.37,0.11,3.58,0.183,-1.6974,-0.7709,4.466
2018-03,-2.35,3.59,-0.21,-0.46,0.01,0.11,-1.13,2.8019,-0.1097,0.1504,0.463
2018-04,0.28,0.93,0.54,-2.42,1.3,0.14,0.36,0.2757,1.586,-0.0324,-0.8221
2018-05,2.65,4.73,-3.2,-2.04,-1.5,0.14,3.89,4.9641,-0.9636,-1.7547,2.3324
2018-06,0.48,0.8,-2.34,0.79,0.24,0.14,-2.35,0.6134,-0.3929,1.4065,0.0872
2018-07,3.19,-1.93,0.47,1.56,0.35,0.16,-1.41,-1.3017,0.4681,1.9791,1.4064
2018-08,3.44,0.64,-3.94,-0.31,-2.7,0.16,5.29,1.5016,-2.4129,0.3628,4.167
2018-09,0.06,-2.48,-1.7,0.63,1.29,0.15,0.04,-3.1009,1.45,0.7193,0.9718
2018-10,-7.68,-4.46,3.4,0.94,3.59,0.19,-1.99,-4.7513,4.1724,1.2653,-0.7543
2018-11,1.69,-0.77,0.3,-0.55,0.39,0.18,-1.37,-0.7807,-0.9826,0.6932,2.7784
2018-12,-9.57,-2.88,-1.84,-0.02,0.21,0.2,2.11,-3.0346,-0.8421,1.2754,2.4925
2019-01,8.4,3.03,-0.46,-0.8,-1.51,0.21,-8.68,2.0507,-0.9971,-3.9593,-7.1445
2019-02,3.4,1.74,-2.67,0.12,-1.59,0.18,0.86,1.1925,-2.5881,0.527,1.3807
2019-03,1.1,-3.51,-4.17,0.9,-0.95,0.19,2.21,-3.4388,-0.4832,0.0942,0.6648
2019-04,3.97,-1.17,2.15,1.61,-2.22,0.21,-2.97,-0.2524,-2.4268,1.8378,1.0612
2019-05,-6.94,-1.59,-2.37,-0.46,1.77,0.21,7.56,-1.9174,1.5221,0.6472,0.171
2019-06,6.93,0.37,-0.71,0.9,-0.44,0.18,-2.3,-0.43,-0.2681,-0.1339,-0.4102
2019-07,1.19,-1.78,0.48,-0.08,0.36,0.19,2.89,-1.6351,0.1745,0.4834,1.3001
2019-08,-2.58,-3.24,-4.78,0.56,-0.68,0.16,6.92,-4.209,-1.0153,1.8765,1.5138
2019-09,1.43,0.27,6.75,1.84,3.37,0.18,-6.81,1.4364,2.9758,1.7112,-1.8618
2019-10,2.06,0.26,-1.91,0.44,-0.96,0.16,0.15,0.823,-0.6405,0.8396,1.9432
2019-11,3.87,0.44,-2.02,-1.59,-1.24,0.12,-2.66,0.0017,-1.0307,-1.3054,-0.6352
2019-12,2.77,0.97,1.75,0.01,1.24,0.14,-1.77,1.3017,1.8016,-1.2858,-0.7662
2020-01,-0.11,-4.38,-6.25,-1.17,-2.32,0.13,5.98,-4.7449,-2.3964,-0.4568,2.4581
2020-02,-8.13,0.04,-3.81,-1.47,-2.51,0.12,-0.4,-1.3723,-2.2206,-0.4626,1.5515
2020-03,-13.39,-8.28,-13.87,-1.57,1.24,0.13,7.97,-8.4075,2.1202,5.8395,11.9071
2020-04,13.65,2.56,-1.33,2.72,-1.0,0.0,-5.23,3.3984,-0.1436,-1.9135,-2.7459
2020-05,5.58,1.97,-4.88,0.95,-3.26,0.01,0.43,2.4777,-3.7099,-0.6115,0.7014
2020-06,2.46,1.96,-2.2,0.09,0.54,0.01,-0.73,2.2921,0.2574,1.1653,1.6956
2020-07,5.77,-3.2,-1.41,0.41,1.02,0.01,7.61,-1.2545,-1.3813,3.3555,1.3992
2020-08,7.63,-0.89,-2.97,4.28,-1.19,0.01,0.55,-2.0267,-2.9853,-0.7089,-1.6697
2020-09,-3.63,0.01,-2.71,-1.36,-1.85,0.01,3.12,0.592,-2.5136,1.1375,0.8072
2020-10,-2.1,4.64,4.25,-0.83,-0.78,0.01,-3.05,2.6025,-0.4067,-2.6512,0.0726
2020-11,12.47,7.11,2.09,-2.2,1.4,0.01,-12.43,4.1354,3.1876,-14.3089,-9.8294
2020-12,4.63,4.79,-1.51,-1.96,-0.12,0.01,-2.32,4.2013,-2.7157,-4.1575,-1.0062
2021-01,-0.03,6.94,3.01,-3.78,4.94,0.01,4.5,8.2266,6.4987,-1.9992,-7.1561
2021-02,2.78,4.54,7.15,0.39,-1.94,0.0,-7.89,4.3707,-0.6657,-6.1829,-5.6844
2021-03,3.08,-0.88,7.39,6.36,3.42,0.0,-6.14,-0.6519,4.6803,4.4253,-1.4957
2021-04,4.93,-3.16,-0.95,2.44,-2.7,0.0,1.16,-3.0234,-3.3593,2.2228,2.1599
2021-05,0.29,1.22,7.09,2.45,3.04,0.0,0.88,1.5281,4.4315,2.5653,-1.5652
2021-06,2.75,-0.34,-7.87,-2.14,-0.94,0.0,2.2,-0.1273,-2.5541,-1.2674,3.6784
2021-07,1.27,-4.61,-1.78,5.46,-0.52,0.0,-2.28,-3.0131,-1.5395,7.473,5.3209
2021-08,2.91,-0.68,-0.15,-0.28,-1.79,0.0,2.45,-0.7712,-2.054,1.2468,2.3736
2021-09,-4.37,1.12,5.08,-1.96,2.1,0.0,1.49,0.7796,3.2832,-1.7584,-4.6872
2021-10,6.65,-2.7,-0.49,1.66,-1.45,0.0,3.19,-1.9889,-2.2802,3.3116,3.3914
2021-11,-1.55,-1.77,-0.45,7.2,1.73,0.0,0.88,-0.6214,-0.3591,8.3907,4.796
2021-12,3.1,-0.8,3.26,4.91,4.4,0.01,-2.6,-0.5947,5.2655,3.7494,1.2502
2022-01,-6.25,-4.06,12.75,0.84,7.72,0.0,-2.6,-3.734,10.3845,0.7958,-3.3889
2022-02,-2.29,2.92,3.08,-2.09,3.12,0.0,1.76,3.1876,3.6933,-2.3836,-4.2422
2022-03,3.05,-2.17,-1.81,-1.53,3.14,0.01,3.01,-1.8472,3.2339,-0.112,-1.4303
2022-04,-9.46,-0.39,6.17,3.52,5.89,0.01,4.87,0.8844,6.0285,4.6841,0.0161
2022-05,-0.34,-0.06,8.39,1.56,3.97,0.03,2.43,0.807,5.733,1.064,1.2622
2022-06,-8.43,1.3,-5.97,1.81,-4.69,0.06,0.75,0.6968,-5.6119,1.0063,1.4046
2022-07,9.57,1.82,-4.05,0.82,-6.83,0.08,-3.95,0.2844,-5.596,-2.0623,2.3743
2022-08,-3.77,1.52,0.29,-4.75,1.29,0.19,2.04,1.4702,2.7022,-2.6136,-3.4257
2022-09,-9.35,-1.05,0.05,-1.51,-0.8,0.19,3.51,-1.7464,-0.3029,1.1599,1.6949
2022-10,7.83,1.89,8.01,3.34,6.64,0.23,3.96,4.8084,7.5208,5.1531,-0.895
2022-11,4.6,-2.74,1.38,6.38,3.18,0.29,-1.98,-2.3135,2.1134,2.5263,1.3382
2022-12,-6.41,-0.15,1.37,0.25,4.2,0.33,4.55,0.3653,3.9516,-0.4662,-0.4092
2023-01,6.65,4.41,-4.01,-2.44,-4.47,0.35,-16.01,4.7247,-5.4623,-4.2413,-2.0987
2023-02,-2.58,0.66,-0.81,1.01,-1.33,0.34,0.15,-0.1313,-1.3424,2.9243,1.9794
2023-03,2.51,-6.94,-8.85,2.24,-2.37,0.36,-2.47,-7.7886,-3.2743,1.1849,6.312
2023-04,0.61,-2.56,-0.04,2.42,2.86,0.35,1.62,-1.9674,3.0871,-1.0976,-0.5297
2023-05,0.35,-0.38,-7.72,-1.81,-7.22,0.36,-0.63,-1.7025,-6.9667,-1.1789,1.7062
2023-06,6.46,1.34,-0.26,2.18,-1.62,0.4,-2.37,2.6905,-1.4515,4.2909,0.2824
2023-07,3.21,2.86,4.11,-0.57,0.57,0.45,-3.98,1.4887,-0.5918,-0.6995,-1.0095
2023-08,-2.39,-3.65,-1.06,3.43,-2.37,0.45,3.77,-2.3035,-0.8323,5.1629,5.0538
2023-09,-5.24,-1.8,1.52,1.86,-0.83,0.43,0.26,-0.1586,-0.5022,3.3765,3.0499
2023-10,-3.19,-4.04,0.19,2.46,-0.66,0.47,1.73,-2.6272,-0.3951,5.771,4.6495
2023-11,8.84,-0.12,1.64,-3.91,-1.0,0.44,2.75,-0.7873,-2.2334,-3.8269,-3.2768
2023-12,4.85,7.32,4.94,-3.07,1.32,0.43,-5.56,5.4177,0.4286,-3.6554,-4.2574
